Eigenvalue(e   Real(S_x)   Imag(S_x)    Abs(S_x)   Real(S_y)   Imag(S_y)    Abs(S_y)   Real(S_z)   Imag(S_z)    Abs(S_z)
   19.214938   -0.000000    0.000002    0.000002   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.214980   -0.000002   -0.000002    0.000003    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.216165    0.000006   -0.000002    0.000006   -0.000001    0.000001    0.000002   -0.000000    0.000000    0.000000
   19.220900    0.360467    0.218899    0.421727   -0.000022   -0.000010    0.000024    0.000962    0.000572    0.001119
   19.220906   -0.000628    0.000889    0.001088   -0.022116    0.044656    0.049833    0.243867   -0.352179    0.428371
   19.220907    0.000061   -0.000083    0.000103   -0.193910    0.382250    0.428621   -0.028746    0.040678    0.049809
   19.222794    0.000000   -0.000007    0.000007    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.222806    0.000000    0.000000    0.000000   -0.000002    0.000004    0.000005    0.000002    0.000002    0.000002
   19.222855    0.000000    0.000000    0.000000    0.000000    0.000001    0.000001    0.000004   -0.000000    0.000004
   19.223296   -0.000003   -0.000002    0.000003    0.000001    0.000034    0.000034   -0.007962   -0.005739    0.009815
   19.223443   -0.000000    0.000000    0.000000   -0.008481    0.011620    0.014386   -0.000003    0.000002    0.000004
   19.223474    0.000426    0.000701    0.000820   -0.000000   -0.000000    0.000000    0.000001    0.000001    0.000002
   19.224871    0.250485    0.274603    0.371684    0.000003    0.000003    0.000004    0.000014    0.000015    0.000021
   19.225051   -0.000013   -0.000021    0.000024   -0.000278   -0.000572    0.000636    0.181501    0.301634    0.352031
   19.225082    0.000001   -0.000005    0.000005   -0.032307    0.349958    0.351446    0.000016    0.000656    0.000656
   19.227035    0.000005   -0.000007    0.000009   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.230768   -0.000046   -0.000046    0.000065   -0.000000   -0.000001    0.000001   -0.000000   -0.000000    0.000000
   19.230818   -0.000051   -0.000001    0.000051   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.237755    0.000000    0.000000    0.000000    0.000002   -0.000004    0.000004   -0.000000    0.000002    0.000002
   19.237771   -0.000021    0.000004    0.000022   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.237785    0.000000    0.000000    0.000000   -0.000002   -0.000001    0.000002   -0.000006    0.000001    0.000006
   19.239896    0.000000    0.000000    0.000001   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.240465    0.000077    0.000038    0.000086   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.243830    0.000015    0.000007    0.000017    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.243873   -0.000000    0.000000    0.000000   -0.000004    0.000007    0.000008    0.000043    0.000053    0.000068
   19.243876   -0.000000   -0.000000    0.000000    0.000016    0.000067    0.000069   -0.000008   -0.000001    0.000008
   19.246241   -0.000000    0.000000    0.000000   -0.000005    0.000011    0.000012    0.000001    0.000001    0.000002
   19.246247    0.000000   -0.000000    0.000000    0.000001    0.000000    0.000001   -0.000005    0.000005    0.000007
   19.246287    0.000015   -0.000004    0.000015   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.247514   -0.000216   -0.000276    0.000351   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.247573   -0.000242   -0.000211    0.000321    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.249314    0.000000    0.000000    0.000000    0.000013   -0.000010    0.000017   -0.000871   -0.002457    0.002607
   19.249346    0.000000   -0.000000    0.000000   -0.000790    0.003948    0.004026    0.000014    0.000021    0.000025
   19.249357    0.000024    0.001479    0.001479   -0.000000   -0.000001    0.000001    0.000000    0.000002    0.000002
   19.250448   -0.000010   -0.000021    0.000023    0.000029    0.000105    0.000109    0.089530    0.186022    0.206446
   19.250528   -0.000003   -0.000007    0.000008   -0.087435   -0.188892    0.208146    0.000064    0.000089    0.000110
   19.250539    0.070521    0.199319    0.211426   -0.000003   -0.000007    0.000008    0.000008    0.000021    0.000023
   19.250801   -0.000109    0.000037    0.000115   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.250827    0.000007   -0.000014    0.000016    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.252035    0.000161    0.000123    0.000203   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.255984   -0.178627    0.674917    0.698155   -0.000002    0.000009    0.000009   -0.000053    0.000223    0.000229
   19.256007   -0.000190    0.000131    0.000231   -0.006998    0.005876    0.009138    0.560267   -0.408270    0.693241
   19.256042    0.000011   -0.000007    0.000012   -0.573359    0.388764    0.692733   -0.007923    0.004637    0.009180
   19.256341   -0.000020   -0.000073    0.000075    0.000001   -0.000000    0.000001    0.000001   -0.000000    0.000001
   19.256389    0.000461    0.000498    0.000679    0.000000   -0.000000    0.000001   -0.000000    0.000000    0.000000
   19.260919    0.000000   -0.000000    0.000000    0.000013    0.000025    0.000028   -0.000008   -0.000024    0.000025
   19.260927    0.000000   -0.000000    0.000000    0.000017   -0.000002    0.000017    0.000040   -0.000051    0.000065
   19.260927   -0.000118   -0.000015    0.000119   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.264050   -0.000268   -0.000620    0.000675   -0.000000   -0.000000    0.000000   -0.000000   -0.000001    0.000001
   19.264090    0.000000   -0.000000    0.000000   -0.002120    0.002226    0.003074    0.000035   -0.000019    0.000039
   19.264104   -0.000000    0.000001    0.000001   -0.000054    0.000040    0.000068   -0.000496    0.002336    0.002388
   19.265291    0.000012   -0.000016    0.000020    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.269912    0.000000    0.000000    0.000000   -0.000022   -0.000095    0.000097    0.000030    0.000023    0.000038
   19.269946    0.000080    0.000256    0.000268    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.269975   -0.000000   -0.000000    0.000000    0.000008    0.000035    0.000036   -0.000435   -0.000327    0.000545
   19.275490   -0.000021   -0.000008    0.000023   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.275542    0.000003    0.000004    0.000005   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.278607    0.044928   -0.212296    0.216998    0.000005   -0.000022    0.000023    0.000057   -0.000269    0.000275
   19.278610   -0.000170   -0.000214    0.000273    0.000097    0.000099    0.000138    0.135505    0.171244    0.218371
   19.278617   -0.000006   -0.000021    0.000022    0.055268    0.211412    0.218517   -0.000027   -0.000147    0.000149
   19.280799    0.000029    0.000099    0.000103    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.280862   -0.000001    0.000114    0.000114    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.282862   -0.000013    0.000011    0.000017    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.286613   -0.000007    0.000006    0.000009    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.286636   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000002   -0.000001    0.000002
   19.286650   -0.000000    0.000000    0.000000    0.000002   -0.000001    0.000002   -0.000000   -0.000001    0.000001
   19.286662    0.000018    0.000007    0.000019    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.293290    0.000000   -0.000000    0.000000   -0.000033    0.000007    0.000034    0.004254   -0.002379    0.004874
   19.293315   -0.000000    0.000000    0.000000   -0.000035    0.004960    0.004960   -0.000005    0.000011    0.000012
   19.293489    0.000001   -0.000101    0.000101   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.294781   -0.000000   -0.000000    0.000000    0.000013   -0.000014    0.000019    0.000006   -0.000046    0.000047
   19.294792    0.000001   -0.000014    0.000014    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.294812    0.000000    0.000000    0.000000    0.000041   -0.000002    0.000041   -0.000017    0.000011    0.000020
   19.299418   -0.000000   -0.000000    0.000000   -0.000020    0.000011    0.000023   -0.000027    0.000019    0.000033
   19.299467    0.000024   -0.000082    0.000085   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.299483   -0.000000   -0.000000    0.000000    0.000029    0.000060    0.000067   -0.000016   -0.000005    0.000017
   19.303268   -0.000007    0.000000    0.000007    0.002733   -0.000455    0.002770   -0.243183    0.001620    0.243189
   19.303304   -0.000010   -0.000001    0.000010   -0.006068   -0.241763    0.241839    0.000381   -0.002801    0.002827
   19.303310    0.156847    0.184287    0.241997    0.000007   -0.000007    0.000010   -0.000004   -0.000006    0.000007
   19.303713   -0.000000   -0.000000    0.000000   -0.024675   -0.040295    0.047250    0.000442    0.000834    0.000944
   19.303730   -0.000001   -0.000001    0.000001   -0.000425   -0.000765    0.000875   -0.015835   -0.029656    0.033619
   19.303876    0.004770    0.005976    0.007647   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.304407    0.000000    0.000000    0.000000    0.000001    0.000000    0.000001   -0.000015    0.000031    0.000035
   19.304445    0.000000    0.000000    0.000000   -0.000013   -0.000022    0.000026   -0.000005    0.000003    0.000006
   19.304549   -0.000189   -0.000016    0.000190   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.304689    0.000001    0.000000    0.000001   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.305631    0.000000   -0.000000    0.000000    0.000003    0.000009    0.000010    0.000023    0.000014    0.000027
   19.305638    0.000000    0.000000    0.000000    0.000019    0.000006    0.000020   -0.000011    0.000001    0.000011
   19.305665    0.000185    0.000230    0.000295    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.306281    0.000188   -0.000124    0.000225   -0.000001    0.000000    0.000001    0.000000   -0.000000    0.000000
   19.306317   -0.000321   -0.000030    0.000323    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.306789   -0.000003   -0.000018    0.000018    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.306812   -0.000003    0.000001    0.000004    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.314472    0.000010    0.000003    0.000010   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.320615    0.168741    0.338728    0.378431    0.000000   -0.000000    0.000000    0.000036    0.000062    0.000072
   19.320648    0.000063   -0.000037    0.000074    0.001410   -0.001706    0.002213   -0.307995    0.209584    0.372541
   19.320674    0.000000    0.000000    0.000000   -0.322582    0.184600    0.371667   -0.002151    0.000516    0.002212
   19.323323    0.000000   -0.000000    0.000000   -0.000023    0.000002    0.000023   -0.000037    0.000024    0.000044
   19.323392   -0.000000   -0.000000    0.000000    0.000052   -0.000009    0.000053   -0.000015    0.000016    0.000022
   19.323409    0.000061    0.000692    0.000695    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.342415    0.000004    0.000005    0.000007    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.342467   -0.000004   -0.000004    0.000005   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.349269   -0.000003    0.000001    0.000003   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.364207   -0.000014    0.000010    0.000017    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.432485   -0.105985   -0.226700    0.250251    0.000003    0.000011    0.000011   -0.000006   -0.000012    0.000013
   19.432494   -0.000009   -0.000007    0.000011   -0.159786   -0.190917    0.248960    0.000404    0.000047    0.000406
   19.432512    0.000005   -0.000012    0.000013   -0.000389    0.000188    0.000432   -0.088799    0.232661    0.249031
   19.438775    0.000000   -0.000000    0.000000    0.000020    0.000000    0.000020   -0.001050    0.000928    0.001401
   19.438792   -0.000000   -0.000000    0.000000   -0.000939   -0.000620    0.001125    0.000011   -0.000002    0.000011
   19.438806    0.000154   -0.000225    0.000272   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.442148   -0.000001    0.000007    0.000007   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.442178   -0.000006    0.000013    0.000014   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.453559    0.000095   -0.000049    0.000107    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.456083    0.000009    0.000015    0.000018    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.456086   -0.000000    0.000000    0.000000    0.003078   -0.001408    0.003385   -0.000013    0.000027    0.000030
   19.456105    0.000000   -0.000000    0.000000   -0.000000   -0.000002    0.000002    0.000819   -0.003145    0.003250
   19.458082   -0.000000   -0.000000    0.000000    0.000006   -0.000002    0.000007    0.000008   -0.000011    0.000014
   19.458104   -0.000000    0.000000    0.000000   -0.000012    0.000008    0.000014    0.000003   -0.000006    0.000007
   19.458107    0.000006   -0.000001    0.000006    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.461976   -0.029474   -0.069953    0.075908    0.000000    0.000000    0.000000   -0.000000   -0.000001    0.000001
   19.462016   -0.000000    0.000000    0.000000   -0.029619    0.053669    0.061300   -0.000142   -0.000755    0.000769
   19.462033   -0.000000   -0.000002    0.000002   -0.000380    0.000720    0.000814    0.012648    0.060190    0.061505
   19.463661    0.000000   -0.000000    0.000000   -0.000003    0.000001    0.000004   -0.000001    0.000002    0.000002
   19.463664    0.000000   -0.000003    0.000003   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.463680    0.000000    0.000000    0.000000   -0.000002   -0.000001    0.000002    0.000004   -0.000001    0.000004
   19.464998   -0.000001    0.000002    0.000003    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.465033   -0.000001   -0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.467866    0.000000    0.000000    0.000000    0.000006   -0.000010    0.000011   -0.000002   -0.000047    0.000047
   19.467885    0.000000    0.000000    0.000000    0.000016   -0.000043    0.000046    0.000003    0.000011    0.000012
   19.467940   -0.000001    0.000014    0.000014   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.473681   -0.291967   -0.568652    0.639226   -0.000000   -0.000000    0.000000   -0.000002   -0.000003    0.000004
   19.474297   -0.000000   -0.000000    0.000000    0.602881   -0.061256    0.605985   -0.004843    0.004095    0.006343
   19.474318   -0.000005   -0.000000    0.000005    0.005059    0.003980    0.006437    0.605081    0.039068    0.606341
   19.475848    0.000000   -0.000000    0.000000   -0.000119    0.000075    0.000141   -0.000133    0.000297    0.000326
   19.475872    0.000075    0.000044    0.000087   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.475875   -0.000000   -0.000000    0.000000    0.000215   -0.000231    0.000315   -0.000022    0.000139    0.000141
   19.479639   -0.000085   -0.000010    0.000086    0.000001    0.000000    0.000001   -0.000000   -0.000000    0.000000
   19.480976    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.485788   -0.000004    0.000001    0.000004    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.485822   -0.000001   -0.000001    0.000002   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.491144   -0.000035    0.000006    0.000036   -0.000001   -0.000000    0.000001    0.000000    0.000000    0.000000
   19.491208   -0.000012   -0.000044    0.000045   -0.000001    0.000000    0.000001    0.000000   -0.000000    0.000000
   19.498390    0.000000   -0.000059    0.000059   -0.043039    0.047090    0.063795    0.013057   -0.442623    0.442816
   19.498393   -0.000009   -0.000009    0.000013    0.294566   -0.333017    0.444600    0.000835   -0.063440    0.063445
   19.498440   -0.078840    0.421236    0.428550    0.000006    0.000007    0.000009    0.000014   -0.000059    0.000060
   19.517835    0.615663    1.752181    1.857196   -0.000004   -0.000013    0.000013    0.000115    0.000326    0.000345
   19.517900   -0.000111   -0.000330    0.000348   -0.005625    0.010755    0.012137    0.590377    1.750052    1.846951
   19.517944    0.000007   -0.000013    0.000015    1.069160   -1.505902    1.846847    0.002288    0.011903    0.012121
   19.533260    0.000040    0.000035    0.000053   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.533406    0.000000    0.000000    0.000000   -0.000004    0.000012    0.000013   -0.000001   -0.000002    0.000002
   19.533412    0.000000    0.000000    0.000000    0.000001   -0.000001    0.000002    0.000002   -0.000013    0.000013
   19.536523    0.000002    0.000002    0.000003    0.000570    0.002598    0.002660   -0.004971   -0.004259    0.006546
   19.536525    0.000001    0.000000    0.000001   -0.001424   -0.006618    0.006769   -0.001994   -0.001710    0.002627
   19.536877    0.000367    0.000220    0.000428   -0.000000   -0.000000    0.000000    0.000003    0.000002    0.000004
   19.548933    0.000038    0.000035    0.000052   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.549017    0.000001    0.000000    0.000001    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.558615   -0.000034   -0.000068    0.000076    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.563748    0.000035   -0.000024    0.000043    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.563749   -0.000000    0.000000    0.000001    0.000005    0.000004    0.000006    0.000018    0.000000    0.000018
   19.563750   -0.000000   -0.000000    0.000000    0.000017    0.000008    0.000019   -0.000006    0.000001    0.000006
   19.596036   -0.000000   -0.000000    0.000000   -0.000001    0.000004    0.000004    0.000016    0.000026    0.000031
   19.596037    0.000000    0.000000    0.000000   -0.000001    0.000011    0.000011    0.000006    0.000017    0.000018
   19.596069   -0.000202    0.000188    0.000276   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.600651    0.000059    0.000685    0.000687    0.000002    0.000027    0.000027    0.000001    0.000008    0.000008
   19.601672   -0.000091   -0.000208    0.000227   -0.140634   -1.555461    1.561806   -0.048746    0.013554    0.050595
   19.601678   -0.002093    0.000649    0.002191    0.005412    0.050272    0.050563   -1.497206    0.445352    1.562039
   19.601689   -0.692891    1.404023    1.565688    0.000103   -0.000203    0.000228    0.000984   -0.001953    0.002187
   19.603882   -0.000225   -0.000377    0.000439    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.614662   -0.000001   -0.000001    0.000001    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.615782   -0.000005    0.000021    0.000022   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.615985    0.000000   -0.000000    0.000000   -0.000009   -0.000010    0.000013   -0.000031   -0.000007    0.000032
   19.615994   -0.000000    0.000000    0.000000   -0.000023   -0.000010    0.000025    0.000014   -0.000003    0.000014
   19.619177   -0.000106   -0.000026    0.000109   -0.027803   -0.025280    0.037578   -0.313291   -0.068545    0.320702
   19.619177   -0.000016   -0.000023    0.000028   -0.236069   -0.217323    0.320870    0.036656    0.008253    0.037573
   19.619182   -0.113688    0.305011    0.325509    0.000013   -0.000035    0.000038    0.000037   -0.000099    0.000106
   19.632426   -0.000003   -0.000005    0.000006   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.632570    0.000000   -0.000001    0.000001    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.637434    0.000000   -0.000000    0.000000   -0.000016    0.000343    0.000343    0.008845   -0.005944    0.010656
   19.637440   -0.000000   -0.000000    0.000000    0.002047   -0.010301    0.010502    0.000276   -0.000187    0.000333
   19.637826    0.000079    0.000125    0.000148   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.641624   -0.000003   -0.000009    0.000010    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.641695    0.000010   -0.000000    0.000010   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.643391   -0.000000   -0.000000    0.000001   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.645432    0.000000    0.000000    0.000000   -0.000001    0.000000    0.000001   -0.000002    0.000001    0.000002
   19.645441    0.000000   -0.000000    0.000000    0.000003    0.000001    0.000003   -0.000001    0.000000    0.000001
   19.645448    0.000001   -0.000002    0.000002    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.649149    0.000000   -0.000000    0.000000   -0.000010   -0.000008    0.000013   -0.000027   -0.000002    0.000027
   19.649151   -0.000002   -0.000002    0.000003    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.649155    0.000000    0.000000    0.000000   -0.000025   -0.000013    0.000028    0.000012   -0.000001    0.000012
   19.652755   -0.000044   -0.000061    0.000075   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.655894   -0.000019   -0.000020    0.000027   -0.204979   -0.220513    0.301069    0.002372    0.000376    0.002401
   19.655906   -0.000030   -0.000009    0.000031   -0.001518   -0.001847    0.002391   -0.293457   -0.065872    0.300760
   19.655924    0.247497    0.175528    0.303422   -0.000023   -0.000016    0.000028   -0.000027   -0.000017    0.000032
   19.667423   -0.000009   -0.000014    0.000017    0.000001    0.000001    0.000002   -0.000000   -0.000000    0.000000
   19.667524    0.000023   -0.000030    0.000038    0.000001    0.000000    0.000001   -0.000000   -0.000000    0.000000
   19.672725    0.000006    0.000018    0.000019   -0.000001   -0.000003    0.000003   -0.000000   -0.000000    0.000000
   19.677974    0.000136   -0.000022    0.000138    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.678095    0.000009    0.000001    0.000009   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.689344    0.511880    1.301803    1.398826    0.000007    0.000018    0.000019    0.000011    0.000024    0.000026
   19.690019    0.000011    0.000004    0.000011   -0.634477    0.554086    0.842361    0.148973   -0.854368    0.867258
   19.690021    0.000018   -0.000029    0.000034   -0.638037    0.586752    0.866815   -0.123397    0.833532    0.842616
   19.691607    0.000004    0.000009    0.000010    0.281149    0.593112    0.656374   -0.008063   -0.007349    0.010909
   19.691617    0.000009    0.000009    0.000013   -0.004635   -0.010462    0.011443   -0.481416   -0.445151    0.655683
   19.692428    0.000364   -0.001299    0.001349    0.000001   -0.000004    0.000005   -0.000001    0.000003    0.000003
   19.702167   -0.000000    0.000000    0.000000    0.000028    0.000034    0.000044    0.000099    0.000023    0.000102
   19.702171   -0.000000   -0.000000    0.000000    0.000093    0.000033    0.000099   -0.000042    0.000013    0.000044
   19.702383    0.000007   -0.000012    0.000014    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.704651   -0.000000    0.000000    0.000000   -0.000020   -0.000019    0.000028   -0.000064   -0.000010    0.000064
   19.704672    0.000018   -0.000012    0.000022    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.704675   -0.000000    0.000000    0.000000   -0.000042    0.000045    0.000061    0.000005   -0.000028    0.000028
   19.704818    0.000012   -0.000012    0.000017   -0.000000    0.000000    0.000000   -0.000001   -0.000001    0.000001
   19.709840    0.000000   -0.000000    0.000000    0.000027    0.000011    0.000029    0.000060   -0.000011    0.000061
   19.709874   -0.000000   -0.000000    0.000000   -0.000049    0.000038    0.000062    0.000010   -0.000028    0.000029
   19.709899    0.000011    0.000018    0.000021   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.719647   -0.000185   -0.000240    0.000303   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.719715    0.000000    0.000001    0.000001    0.000072    0.000133    0.000151   -0.000165   -0.000059    0.000175
   19.719788    0.000000    0.000000    0.000000    0.000061    0.000151    0.000163   -0.000264   -0.000129    0.000293
   19.727567   -0.000000   -0.000000    0.000000    0.000026    0.000016    0.000030   -0.000013   -0.000005    0.000014
   19.727570    0.000000    0.000000    0.000000    0.000007   -0.000012    0.000013    0.000011   -0.000031    0.000033
   19.727772    0.000000    0.000007    0.000007   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.736365    0.132288   -0.023042    0.134279   -0.000092    0.000014    0.000094    0.000073   -0.000015    0.000075
   19.736384    0.000029    0.000089    0.000094    0.032299    0.137017    0.140773   -0.014427   -0.010338    0.017749
   19.736392   -0.000055   -0.000033    0.000064    0.004115    0.017520    0.017997    0.111673    0.080151    0.137460
   19.751120    0.646874    0.660799    0.924717    0.000075    0.000079    0.000109    0.000018    0.000018    0.000026
   19.751146    0.000049    0.000098    0.000109   -0.401171   -0.827642    0.919744   -0.000773   -0.000347    0.000847
   19.751218    0.000020    0.000017    0.000026    0.000128    0.000789    0.000799   -0.697043   -0.603908    0.922265
   19.751470   -0.000378   -0.000032    0.000379    0.000001    0.000000    0.000001    0.000003    0.000001    0.000003
   19.751594    0.000000   -0.000001    0.000001   -0.000001    0.000032    0.000032    0.000053    0.000069    0.000087
   19.751609   -0.000000    0.000001    0.000002   -0.000058   -0.000016    0.000060   -0.000050    0.000009    0.000051
   19.758827   -0.000012   -0.000028    0.000030    0.000000    0.000000    0.000000    0.000002    0.000005    0.000005
   19.758843   -0.000010    0.000008    0.000013    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.761818   -0.000000    0.000001    0.000001   -0.000052    0.000016    0.000054   -0.000673    0.001452    0.001601
   19.761841   -0.000002    0.000003    0.000003    0.000591   -0.000686    0.000905    0.000026   -0.000132    0.000134
   19.761870   -0.000026   -0.000190    0.000192    0.000000    0.000001    0.000001   -0.000000   -0.000001    0.000001
   19.766879   -0.000001    0.000001    0.000001   -0.001683    0.002086    0.002680    0.000087   -0.000136    0.000162
   19.766903    0.000001   -0.000001    0.000001   -0.000015    0.000124    0.000125   -0.002468    0.001657    0.002973
   19.767161    0.000497    0.000680    0.000842    0.000001    0.000002    0.000002   -0.000000   -0.000000    0.000000
   19.767838    0.000002   -0.000001    0.000003    0.002681   -0.001895    0.003283   -0.000003    0.000020    0.000021
   19.767855    0.000000    0.000000    0.000000   -0.000004    0.000011    0.000012   -0.002957   -0.004059    0.005022
   19.767871   -0.000373   -0.001000    0.001067   -0.000001   -0.000002    0.000002    0.000002    0.000005    0.000005
   19.767892   -0.000006    0.000008    0.000011    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.769154    0.000003    0.000002    0.000004    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.769200    0.000004    0.000001    0.000004    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.769447   -0.000001   -0.000003    0.000003    0.000001    0.000001    0.000001    0.000004    0.000007    0.000008
   19.774973    0.002216    0.002659    0.003462   -0.738702   -0.902319    1.166130   -0.012005    0.003597    0.012532
   19.774975   -0.624357   -0.988470    1.169143   -0.001809   -0.002946    0.003458    0.000673    0.001161    0.001342
   19.774981    0.001243   -0.000557    0.001362   -0.009039   -0.008711    0.012553    1.068399   -0.463194    1.164485
   19.783971   -0.000023    0.000014    0.000027    0.000000    0.000001    0.000001   -0.000007   -0.000011    0.000013
   19.789224   -0.000017    0.000005    0.000018   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.789311   -0.000000   -0.000000    0.000000    0.000007    0.000003    0.000007    0.000007   -0.000001    0.000007
   19.789322    0.000000    0.000000    0.000000    0.000003    0.000013    0.000013   -0.000004   -0.000004    0.000006
   19.789635   -0.000000    0.000000    0.000000    0.000719   -0.001825    0.001962   -0.001081    0.002330    0.002569
   19.789636    0.000000   -0.000000    0.000000    0.000903   -0.002308    0.002479    0.000842   -0.001935    0.002110
   19.789730    0.000000   -0.000017    0.000017    0.000000   -0.000009    0.000009    0.000000   -0.000001    0.000001
   19.792571    0.000003   -0.000021    0.000021    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.792595    0.000003    0.000018    0.000019    0.000001    0.000001    0.000001   -0.000000   -0.000000    0.000000
   19.794259   -0.000000    0.000000    0.000000    0.000027    0.000013    0.000030   -0.000017    0.000002    0.000017
