Eigenvalue(e   Real(S_x)   Imag(S_x)    Abs(S_x)   Real(S_y)   Imag(S_y)    Abs(S_y)   Real(S_z)   Imag(S_z)    Abs(S_z)
   19.794265   -0.000000    0.000000    0.000000   -0.000014   -0.000010    0.000017   -0.000030   -0.000002    0.000030
   19.794287    0.000011   -0.000004    0.000012    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.799572    0.000015    0.000013    0.000020    0.004949    0.011434    0.012459   -0.169521   -0.144316    0.222631
   19.799574   -0.000002   -0.000003    0.000003    0.083747    0.205537    0.221944    0.009300    0.008290    0.012458
   19.799656   -0.173232   -0.129745    0.216433   -0.000002   -0.000002    0.000003   -0.000017   -0.000013    0.000021
   19.800809   -0.000001    0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.800813    0.000000   -0.000000    0.000000   -0.000001   -0.000000    0.000001    0.000004   -0.000003    0.000005
   19.800819    0.000000   -0.000000    0.000000    0.000004    0.000002    0.000004    0.000001   -0.000000    0.000001
   19.802916    0.000000    0.000000    0.000000    0.000011   -0.000005    0.000012    0.000017   -0.000028    0.000033
   19.802923   -0.000000    0.000000    0.000000    0.000016   -0.000020    0.000026   -0.000002    0.000014    0.000014
   19.802942    0.000001    0.000007    0.000007   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.804035    0.000000    0.000009    0.000009    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.804043   -0.000000    0.000000    0.000000    0.000012   -0.000000    0.000012   -0.000004    0.000003    0.000005
   19.804058   -0.000000    0.000000    0.000000   -0.000005    0.000002    0.000006   -0.000006    0.000009    0.000011
   19.807574   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.807608   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.814783    0.000002    0.000005    0.000006    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.814860    0.000003   -0.000005    0.000006   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.817446   -0.000000   -0.000000    0.000000   -0.000001    0.000005    0.000006   -0.000066   -0.000072    0.000098
   19.817478    0.000000    0.000000    0.000000   -0.000006   -0.000021    0.000021    0.000005    0.000002    0.000005
   19.817481   -0.000077   -0.000130    0.000151   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.819114    0.000003    0.000054    0.000054    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.819270   -0.000012   -0.000008    0.000014    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.820805    0.046369    0.048847    0.067351    0.000007    0.000008    0.000010    0.000002    0.000002    0.000003
   19.820811    0.000008    0.000007    0.000010   -0.051564   -0.044392    0.068040    0.000227    0.000027    0.000229
   19.820828    0.000002   -0.000002    0.000003   -0.000253    0.000071    0.000263   -0.042382    0.053419    0.068189
   19.821657    0.000000    0.000001    0.000001   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.821871    0.000000    0.000003    0.000003   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.821898   -0.000001    0.000003    0.000003    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.826815    0.000000    0.000000    0.000000   -0.000005    0.000019    0.000020   -0.000516   -0.000609    0.000798
   19.826969    0.000094    0.000110    0.000145   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.826997   -0.000000    0.000000    0.000000    0.000090   -0.000857    0.000861    0.000015    0.000012    0.000019
   19.828028   -0.000000    0.000001    0.000001   -0.000013   -0.000009    0.000016   -0.000261   -0.000011    0.000261
   19.828033   -0.000001   -0.000001    0.000002    0.000118    0.000025    0.000121    0.000077   -0.000028    0.000082
   19.828045   -0.005678   -0.001673    0.005919    0.000001   -0.000002    0.000002   -0.000002    0.000000    0.000002
   19.828048    0.142991    0.033157    0.146785   -0.000013   -0.000003    0.000013    0.000012    0.000003    0.000012
   19.828059    0.000008    0.000009    0.000013    0.099045    0.109384    0.147563   -0.000306   -0.001427    0.001460
   19.828075   -0.000006   -0.000011    0.000013    0.001201    0.000801    0.001444    0.064748    0.132910    0.147842
   19.830042   -0.000001   -0.000000    0.000001    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.830151    0.000000    0.000003    0.000003   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.830254   -0.000000    0.000001    0.000001   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.831331   -0.000000    0.000000    0.000000    0.000008    0.000024    0.000026   -0.000009   -0.000007    0.000011
   19.831341   -0.000000    0.000000    0.000000    0.000005   -0.000010    0.000011   -0.000003   -0.000026    0.000027
   19.831420   -0.000001   -0.000000    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.834681   -0.000001   -0.000001    0.000002    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.834851   -0.000000    0.000000    0.000000   -0.000001   -0.000001    0.000001   -0.000004   -0.000001    0.000004
   19.834858    0.000000    0.000000    0.000000    0.000005    0.000000    0.000005   -0.000001    0.000000    0.000001
   19.840549    0.000000    0.000000    0.000001   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   19.840656   -0.000000    0.000000    0.000000    0.000009    0.000017    0.000019   -0.000009   -0.000005    0.000010
   19.840669    0.000000    0.000000    0.000000   -0.000006    0.000008    0.000010   -0.000002    0.000019    0.000019
   19.840693    0.000001    0.000002    0.000002    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.847373    0.000002    0.000004    0.000005   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.847382    0.000000    0.000000    0.000000   -0.000004    0.000000    0.000004    0.000003   -0.000002    0.000003
   19.847386   -0.000000    0.000000    0.000000    0.000003    0.000002    0.000004    0.000004   -0.000000    0.000004
   19.849271   -0.000000    0.000000    0.000000    0.010653   -0.016810    0.019901   -0.000013    0.000432    0.000432
   19.849311    0.000000   -0.000003    0.000003    0.000145   -0.000258    0.000296    0.002149   -0.023710    0.023807
   19.849397    0.003328    0.002113    0.003942    0.000001    0.000001    0.000001    0.000006    0.000004    0.000008
   19.852201   -0.133158   -0.643654    0.657283   -0.000025   -0.000052    0.000058    0.000319    0.001662    0.001693
   19.852207    0.001155    0.001376    0.001797   -0.024287   -0.018680    0.030640    0.390621    0.479197    0.618235
   19.852213   -0.000019   -0.000021    0.000028   -0.477996   -0.391307    0.617739   -0.018649   -0.024403    0.030713
   19.853760    0.000073    0.000141    0.000159    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.854313    0.000191    0.000136    0.000234   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.854318    0.000000   -0.000000    0.000000   -0.000007   -0.000008    0.000011   -0.000018   -0.000006    0.000019
   19.854348   -0.000000    0.000000    0.000000   -0.000014   -0.000024    0.000028    0.000008    0.000004    0.000009
   19.857209    0.000078    0.000023    0.000081    0.343117   -0.350908    0.490781   -0.574264    0.097758    0.582526
   19.857210   -0.000178    0.000080    0.000195    0.407313   -0.417513    0.583285    0.483039   -0.082815    0.490086
   19.857246   -0.077593   -0.733230    0.737324   -0.000022   -0.000117    0.000119   -0.000016   -0.000185    0.000185
   19.857726   -0.000021    0.000344    0.000345   -0.000000   -0.000000    0.000000   -0.000000   -0.000001    0.000001
   19.857931    0.000028    0.000016    0.000032   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.862154   -0.000003   -0.000051    0.000051    0.000000    0.000002    0.000002    0.000000    0.000001    0.000001
   19.862263    0.000020   -0.000010    0.000023   -0.000001   -0.000002    0.000003    0.000000    0.000001    0.000001
   19.874180    0.000020    0.000054    0.000057   -0.064951   -0.224462    0.233670    0.007958    0.009571    0.012447
   19.874184   -0.000139   -0.000166    0.000217   -0.003417   -0.011986    0.012463   -0.149386   -0.180364    0.234195
   19.874202    0.220017   -0.091373    0.238236    0.000042   -0.000018    0.000046   -0.000200    0.000083    0.000217
   19.875055   -0.000005   -0.000014    0.000015    0.000001    0.000002    0.000003   -0.000000   -0.000001    0.000001
   19.877534   -0.000002   -0.000000    0.000002   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.877986   -0.000000    0.000000    0.000000    0.000010    0.000015    0.000018    0.000035    0.000016    0.000039
   19.877996    0.000000   -0.000000    0.000000    0.000023    0.000031    0.000039   -0.000017   -0.000006    0.000018
   19.880068    0.000053    0.000011    0.000054   -0.000001   -0.000000    0.000001   -0.000000   -0.000000    0.000000
   19.880154    0.000022   -0.000007    0.000023   -0.000000    0.000001    0.000001   -0.000000    0.000000    0.000000
   19.883491    0.000001   -0.000000    0.000001   -0.001312    0.000216    0.001329    0.000066   -0.000051    0.000083
   19.883494   -0.000002    0.000001    0.000002   -0.000134    0.000018    0.000136   -0.001059    0.000927    0.001407
   19.883501   -0.000004   -0.000045    0.000046    0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.885457   -0.000030    0.000017    0.000034    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   19.885474    0.000000   -0.000000    0.000000   -0.000004   -0.000006    0.000008    0.000005    0.000002    0.000005
   19.885536   -0.000000   -0.000000    0.000000    0.000004   -0.000004    0.000005    0.000002   -0.000007    0.000007
   19.886425    0.280294    0.313672    0.420660    0.000017    0.000031    0.000035   -0.000068   -0.000072    0.000099
   19.886462    0.000022   -0.000024    0.000032   -0.339501    0.249778    0.421486   -0.004148    0.014067    0.014666
   19.886462    0.000035   -0.000094    0.000100   -0.012123    0.008233    0.014655    0.134474   -0.399605    0.421624
   19.887301   -0.000001    0.000009    0.000009   -0.000004   -0.000001    0.000004   -0.000006   -0.000001    0.000006
   19.888258   -0.000006   -0.000001    0.000006   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.891867   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.892081   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.892785   -0.068015   -0.081719    0.106320   -0.000007   -0.000014    0.000016    0.000029    0.000033    0.000044
   19.892790   -0.000011    0.000016    0.000020    0.082783   -0.065770    0.105729   -0.000842    0.009402    0.009440
   19.892791    0.000004   -0.000042    0.000042    0.007513   -0.005884    0.009543    0.010095   -0.104648    0.105133
   19.893239    0.000003    0.000010    0.000010    0.000000   -0.000001    0.000001    0.000001    0.000000    0.000001
   19.893276   -0.000000   -0.000000    0.000000    0.017350    0.015539    0.023292   -0.000444   -0.003270    0.003300
   19.893276   -0.000000    0.000000    0.000000    0.002453    0.002167    0.003273    0.003425    0.023321    0.023571
   19.893330   -0.000129   -0.000261    0.000292   -0.000003   -0.000005    0.000006   -0.000005   -0.000010    0.000012
   19.893995   -0.000079   -0.000097    0.000125    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.894147    0.000018    0.000009    0.000020    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   19.898382   -0.000010    0.000003    0.000010   -0.000001    0.000000    0.000001    0.000000   -0.000000    0.000000
   19.898447   -0.000008   -0.000005    0.000009   -0.000001    0.000001    0.000001   -0.000000    0.000000    0.000000
   19.903890    0.000000   -0.000000    0.000000    0.000002    0.000001    0.000003    0.000006    0.000000    0.000006
   19.903903   -0.000000    0.000000    0.000000    0.000003    0.000005    0.000006   -0.000002   -0.000001    0.000003
   19.904138    0.000015    0.000002    0.000015   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   19.909421    0.000098    0.000106    0.000145   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.914179   -0.000003   -0.000004    0.000005   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   19.920695    0.000018    0.000036    0.000040   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.920702   -0.000000    0.000000    0.000000    0.000001    0.000004    0.000005    0.000008    0.000006    0.000010
   19.920715    0.000000    0.000000    0.000000    0.000003   -0.000009    0.000010    0.000001    0.000004    0.000004
   19.923496   -0.000039   -0.000047    0.000061   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   19.923611    0.000004    0.000018    0.000018   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   19.925569   -0.000000   -0.000000    0.000000   -0.000068    0.000007    0.000068    0.000028   -0.000021    0.000035
